client,valid,nonzero,sum,sum_sq,mean,std,coverage,cv
MT_176,35040,35040,2927770.268656718,271869807.518032,83.55508757581958,27.882092198086443,1.0,0.33369712134866314
MT_319,35040,35040,3204238.812758417,320016685.2261963,91.44517159698678,27.761463475452018,1.0,0.30358588639104034
MT_119,35040,35032,2873820.744680851,262376857.45812586,82.0154322112115,27.59374246624544,1.0,0.33644573615346235
MT_040,35040,35036,1330881.8681318683,77149596.96896511,37.981788474083,27.552918435170508,1.0,0.7254244610932773
MT_239,35040,35040,3848649.702572347,449231048.753567,109.83589333825192,27.506706915870968,1.0,0.25043459000384316
MT_053,35040,35036,2312971.7978848414,178290981.37119392,66.00946911771808,27.03671183561514,1.0,0.4095883847724814
MT_123,35040,34838,2116769.121813031,152960919.7569999,60.41007767731253,26.75754099812809,1.0,0.4429317429627655
MT_232,35040,35040,2801336.7310789046,248642488.84610292,79.94682451709203,26.542170117040534,1.0,0.33199780325691386
MT_277,35040,35040,3031797.0492721163,286857864.184512,86.52388839246908,26.461662889202433,1.0,0.30583071774552406
MT_234,35040,35040,2902051.8629671573,264649849.3006506,82.82111481070655,26.333917964179314,1.0,0.3179614042188073
MT_167,35040,35040,2471493.6661911556,198566557.1037706,70.53349503970193,26.30398490916758,1.0,0.3729289877718604
MT_289,35040,35040,3711743.767949453,417303989.85708374,105.92876050084055,26.23886026909489,1.0,0.24770289150024258
MT_306,35040,35040,2579105.985736118,213576650.74626908,73.60462288059698,26.030806356408185,1.0,0.35365722066990174
MT_278,35040,35040,2959520.294334069,273487110.06480646,84.46119561455676,25.90990211247674,1.0,0.30676693508718467
MT_179,35040,34944,2776483.866108787,242297155.4737488,79.23755325652931,25.22501678304013,1.0,0.3183467402302903
MT_185,35040,35040,2360903.6349331243,181214362.3954079,67.37738684169875,25.138586672109724,1.0,0.37310124138788753
MT_281,35040,35040,3869966.4116575597,449525653.87514395,110.44424690803538,25.12000819073122,1.0,0.2274451489686749
MT_031,35040,35036,3026569.0789473685,283517004.6312327,86.37468832612353,25.113142610611288,1.0,0.2907465496812214
MT_282,35040,34944,3741419.0865384615,420449220.9876619,106.77565886239901,24.456028848076897,1.0,0.2290412356957984
MT_291,35040,35034,2787734.2391304346,242671514.35491493,79.55862554595988,24.413091300856017,1.0,0.30685662470064823
MT_074,35040,35036,3143592.83387622,302523208.61641896,89.71440735948117,24.186670319400278,1.0,0.2695962781371948
MT_250,35040,35040,3112942.1294498383,296915080.4760319,88.83967264411639,24.106701230100185,1.0,0.2713506310032166
MT_010,35040,35036,1919215.0537634403,125456360.27286391,54.772119114253435,24.091639845128128,1.0,0.4398522502821828
MT_173,35040,35040,2200699.435736677,158503531.41069108,62.80534919339832,24.06256938955781,1.0,0.38312929867583806
MT_041,35040,35036,3057997.7272727275,286514018.5950414,87.27162463677875,23.673813906775678,1.0,0.2712658782886787
MT_237,35040,35040,2946796.4683195595,267445740.591945,84.09807272601482,23.666729173324583,1.0,0.2814182109788533
MT_111,35040,33787,1782473.6842105265,109783441.17901663,50.869682768565255,23.35337265294426,1.0,0.45908233316869423
MT_315,35040,35040,2882091.4472252447,256059669.70248452,82.25146824272959,23.288418269174695,1.0,0.28313680918678574
MT_061,35040,35036,2576734.2600163533,208269183.7893094,73.53693664430232,23.153606489232935,1.0,0.3148568263215366
MT_184,35040,35040,3321068.545279383,333332841.280939,94.7793534611696,23.017663440281282,1.0,0.2428552485295381
MT_110,35040,33787,794251.3227513229,36469541.72615548,22.666989804546887,22.956916984177152,1.0,1.0127907226380852
MT_296,35040,35040,3056650.523841503,284474210.69716066,87.23317705027121,22.55977809552058,1.0,0.25861465623933094
MT_249,35040,35040,2528499.3392857146,199476343.7608773,72.16036927185259,22.038897384569655,1.0,0.30541552942365985
MT_148,35040,35036,11602739.01940756,3858955953.7311115,331.12839667259016,22.000460017779307,1.0,0.06644087380863534
MT_073,35040,35036,1688686.1167002013,98036823.05098195,48.19309693779113,21.801227281586513,1.0,0.4523724073953597
MT_267,35040,34940,2209460.9286523215,155945867.5189723,63.0553917994384,21.783962578826106,1.0,0.3454734314888537
MT_270,35040,35040,2248851.4374034,160866022.11143202,64.17955015420662,21.723814092498696,1.0,0.33848498533102944
MT_284,35040,35040,2248576.4160401,160829918.53998405,64.17170137100743,21.723285804650626,1.0,0.3385181527143542
MT_251,35040,35040,2574444.120791021,205558487.1500105,73.47157878969809,21.64106414006914,1.0,0.2945501443764207
MT_028,35040,35036,2412462.9451395576,182338827.1279577,68.84882834302391,21.53104077583914,1.0,0.31272922566765465
MT_261,35040,35040,1986810.2676767677,128450307.0036476,56.70120626931415,21.23217692222184,1.0,0.3744572350255691
MT_116,35040,30427,1314535.9643539148,64827133.74696775,37.51529578635602,21.04054775297844,1.0,0.5608525086087872
MT_083,35040,35036,2474843.7190900105,190175312.9032669,70.6291015722035,20.95042216074408,1.0,0.2966259189822293
MT_125,35040,35036,1375370.7533234858,68550717.93406045,39.2514484395972,20.38852040161758,1.0,0.5194335804701022
MT_305,35040,35040,2453288.9748096075,186319719.5878029,70.01395476054816,20.38140302821242,1.0,0.29110486756415943
MT_304,35040,35040,2203656.264236902,152733647.65548384,62.889733568404736,20.09303138246382,1.0,0.31949620776511584
MT_065,35040,35036,2350324.9999999995,171553686.22448978,67.07548515981733,19.920571011189892,1.0,0.2969873563154432
MT_112,35040,30966,1077035.5411954767,46989445.689931914,30.73731567338689,19.906072620749487,1.0,0.6476190970047734
MT_126,35040,35036,2114738.5725741778,141232111.83986714,60.35212821273338,19.703514885857402,1.0,0.32647589189241316
MT_144,35040,35033,6799150.760719225,1332142871.35399,194.03969065979524,19.141183709539515,1.0,0.0986457133819042
MT_005,35040,35036,1822162.1951219512,107110655.8596074,52.00234575119724,18.777035266541134,1.0,0.361080543488922
MT_076,35040,35035,2198608.737864078,150162749.55226696,62.745683158221404,18.66697046480258,1.0,0.2975020674766005
MT_062,35040,35036,2174037.3443983393,146523440.71210882,62.044444760226575,18.22364934168046,1.0,0.29371927514391555
MT_009,35040,35035,1780805.9440559442,102135828.76913299,50.82208744451896,18.219774901308224,1.0,0.35850111275335234
MT_348,35040,8316,343845.3713123094,14448679.432343753,9.812938679004263,17.77817234342125,1.0,1.8117072698578438
MT_054,35040,35036,2514309.3525179857,191443387.01700512,71.75540389606124,17.740856096597447,1.0,0.24724069733194365
MT_132,35040,17823,554578.7067276292,19616623.31412512,15.827017886062476,17.588333449882793,1.0,1.1112853714136104
MT_039,35040,35035,1456213.4013109975,71181185.47855344,41.55860163558783,17.444708113890524,1.0,0.41976167212883597
MT_135,35040,35036,1150645.6285566476,47625978.291385315,32.83806017570341,16.758839382531,1.0,0.5103480319136121
MT_108,35040,33787,1003489.5604395603,38519846.33498369,28.638400697476037,16.708101492405007,1.0,0.5834160108625593
MT_051,35040,35036,1961859.6802841916,119437405.55070053,55.989146126831955,16.547661079895178,1.0,0.29555123134776584
MT_014,35040,35007,1598642.6292278238,82508884.78832527,45.62336270627351,16.52943401674367,1.0,0.3623019662790171
MT_077,35040,35036,1299872.5806451612,57519712.97259798,37.09682022389159,16.290421198928716,1.0,0.43913254830496606
MT_071,35040,35036,1631285.2077001012,84260423.75604233,46.55494314212618,15.40572949024273,1.0,0.33091501031826087
MT_120,35040,33787,1347747.5117862755,59492000.20525311,38.463113920841195,14.779247518787654,1.0,0.38424469607957396
MT_182,35040,35040,1710596.7175066315,90962497.69685465,48.818399472221216,14.585322634100612,1.0,0.29876691558476826
MT_022,35040,35036,1009298.8792029889,36473070.32004828,28.80419175807617,14.53350235768926,1.0,0.5045620609581705
MT_075,35040,35035,1756396.2818003914,95038283.97562814,50.125464663253176,14.132348919533099,1.0,0.2819395094783726
MT_095,35040,35036,524476.165531692,14673560.847805096,14.967927098507191,13.954666665491292,1.0,0.9323045585171941
MT_015,35040,35036,1670676.1363636365,86390437.97170617,47.67911348069739,13.863194373550995,1.0,0.2907603216901973
MT_134,35040,35040,484649.60545193683,13300227.206937294,13.831324356505046,13.721243889737417,1.0,0.9920412200646674
MT_079,35040,35035,1247745.5705173635,50959964.257748045,35.609177240792334,13.65022686022011,1.0,0.38333451986031847
MT_017,35040,35000,1706184.1868823,89132743.06993474,48.69247108682363,13.144993656360862,1.0,0.2699594693586612
MT_033,35040,35036,1469174.4574290484,67178144.01297654,41.92849478964179,12.617065547684138,1.0,0.30091863805235186
MT_057,35040,34927,942566.4395229983,30905505.863847304,26.89972715533671,12.586327734845982,1.0,0.46789797019740204
MT_070,35040,35035,1438767.7977378578,64569302.734074995,41.060724821285895,12.520087583334247,1.0,0.30491638025941104
MT_042,35040,35036,1570284.625158831,75838726.18745852,44.81405893718125,12.492068830008684,1.0,0.27875334496077714
MT_030,35040,35036,1326966.2013225572,55557413.104963996,37.87003999208211,12.304755317244753,1.0,0.3249205789013542
MT_115,35040,33772,792324.2999096651,22932210.969203904,22.611994860435647,11.964942525934406,1.0,0.5291413959619079
MT_011,35040,35036,1387062.5931445598,59874138.51692757,39.58511966736757,11.906266265281339,1.0,0.30077631103124847
MT_016,35040,35036,1153047.8359908883,42744864.98617172,32.906616323940874,11.706673849655148,1.0,0.35575440921703266
MT_188,35040,34944,1443299.225195095,64173563.095397905,41.19004638113856,11.611254441633006,1.0,0.2818946678086273
MT_020,35040,35036,1542954.185022026,72649867.06514776,44.03408062277472,11.590708899633064,1.0,0.2632213216605293
MT_056,35040,35036,1305615.776081425,53177532.77781015,37.26072420323701,11.369510687658249,1.0,0.3051339159605096
MT_169,35040,35040,1438611.6657060515,63498811.57295548,41.056268998460375,11.250203712625742,1.0,0.2740191446292314
MT_122,35040,33787,754603.3623910339,20363085.425296497,21.53548408650211,10.833492386601142,1.0,0.5030531165719789
MT_044,35040,35036,1086308.8339222614,37779408.9075903,31.0019644384207,10.819474095249177,1.0,0.3489931780529564
MT_082,35040,35036,1611154.069767442,77961668.46944295,45.980424365509194,10.523174253129755,1.0,0.22886205158696601
MT_024,35040,35036,1112102.8806584363,39074079.719103344,31.73809590920195,10.383842790485776,1.0,0.3271728341924617
MT_113,35040,33787,1084435.9939759036,37067174.004753955,30.9485158098146,10.002267930356613,1.0,0.3231905527173819
MT_107,35040,33787,569315.3456998314,12356489.31494505,16.24758406677601,9.415841833483913,1.0,0.5795225797746735
MT_117,35040,33787,507389.03061224497,10319953.762755103,14.480280554002425,9.211032775349535,1.0,0.6361087232390368
MT_063,35040,35036,756048.5668789808,19241494.964298755,21.576728506820228,9.14202355153764,1.0,0.42369831685317455
MT_078,35040,35036,1328746.2061747776,53282617.55936122,37.92083921731671,9.090377252901655,1.0,0.23971983322432633
MT_052,35040,35036,1175763.888888889,42346894.76642279,33.55490550481989,9.08849688739304,1.0,0.2708544920827612
MT_366,35040,34979,391806.319485079,7263124.935588651,11.181687199916638,9.069353976167115,1.0,0.8110899378614999
MT_047,35040,35036,980981.4618644068,30066204.541169927,27.99604628608467,8.61842762346168,1.0,0.307844455441747
MT_026,35040,35036,723081.3559322032,17388618.213157136,20.635883445553745,8.391236124813002,1.0,0.40663323898647996
MT_027,35040,35036,762422.0462850184,19020067.39946087,21.758620042380663,8.3291401956046,1.0,0.38279726284945453
MT_146,35040,35032,3077989.531680441,272768337.62114006,87.84216700001258,8.26076058159672,1.0,0.09404094711820506
MT_055,35040,35035,673385.0454227814,14650796.65058569,19.21760974380084,6.985786371730717,1.0,0.36350963854826807
MT_032,35040,35035,850800.7554296507,22365095.79743215,24.280843476873592,6.979635536253119,1.0,0.2874544100126055
MT_060,35040,35036,931663.6455186303,26459465.503235634,26.588574358408398,6.940520205553685,1.0,0.2610339355543073
MT_145,35040,35034,2625104.5481393975,198231992.4054051,74.91736724142116,6.685437943089973,1.0,0.08923749177605446
MT_080,35040,35007,524367.7215189873,9197118.650857233,14.964832235130917,6.207233128321177,1.0,0.41478801972462437
MT_007,35040,35036,205460.71226681737,2410584.141618688,5.863604802135199,5.866372847815798,1.0,1.0004720723469616
MT_096,35040,35035,368590.7246376812,5076998.949800463,10.519141684865332,5.851509029912964,1.0,0.5562724797529787
MT_002,35040,35036,934816.5007112375,26115734.436240535,26.678553102489655,5.793774087078334,1.0,0.217169726739703
MT_001,35040,31204,142197.96954314722,1669751.2175010955,4.058161231254202,5.58434730264862,1.0,1.3760782246995003
MT_154,35040,35036,1155564.9419218586,39097877.02844196,32.978451538865826,5.3131471424058105,1.0,0.16110966083850695
MT_347,35040,15456,123608.24742268043,1414299.3790140147,3.5276326319258113,5.2838461361316975,1.0,1.497844783584262
MT_034,35040,35036,528622.9050279328,8812128.405792573,15.086270120660183,4.88802808225012,1.0,0.32400507502222936
MT_160,35040,31775,162689.31198910085,1589407.3197792694,4.642959817040549,4.8788729638174635,1.0,1.0508109387272895
MT_048,35040,35036,532295.1334379906,8819034.146686086,15.191071159760005,4.573479902397975,1.0,0.3010636876294001
MT_023,35040,34940,370859.4986807386,4597572.681198262,10.583889802532495,4.380763672547925,1.0,0.41390866253158676
MT_141,35040,35036,353350.1026694045,4033205.2249661633,10.08419242777981,3.6622854465450514,1.0,0.3631709205048718
MT_133,35040,18495,114732.16689098252,810692.5291052065,3.2743198313636563,3.5235473995633426,1.0,1.0761158289463404
MT_150,35040,35035,878580.7833537329,22358260.211029686,25.073652492971828,3.064379386225502,1.0,0.12221511752563576
MT_149,35040,35036,804276.4015645374,18748084.699866913,22.953093651955978,2.8642285637676026,1.0,0.12478616639650766
MT_019,35040,35035,283513.0653266331,2494590.2881240365,8.091126293568296,2.393007299947095,1.0,0.2957570075070162
